table	lua_name	cpp_symbol	cpp_class	family	shape	nresults	impl_va	thunk_va	stub_va	vtable_va	s_name_slot	stanza_va
Actor	SetDropWeaponWhenRagdolled	SetDropWeaponWhenRagdolled		LuaGlueFunctor0	adapter	1	007143d0	00716aa0	00717350	00fde910	0142d80c	0070d5cd
Actor	SetEscDespawnImmune	SetEscDespawnImmune		LuaGlueFunctor0	adapter	1	00713a70	00716fb0	00717640	00fdeab0	0142d8dc	0070e6dd
Actor	SetFacingDir	SetFacingDir		LuaGlueFunctor0	adapter	1	00710400	00716d60	007174c0	00fde9e8	0142d878	0070dea9
Actor	SetFallDamageDeath	SetFallDamageDeath		LuaGlueFunctor0	adapter	1	0070c580	00716500	00716700	00fde880	0142d7c4	0070cfe5
Actor	SetFallDamageMinSpeed	SetFallDamageMinSpeed		LuaGlueFunctor0	adapter	1	0070c5e0	00716540	00716720	00fde890	0142d7cc	0070d08d
Actor	SetFallDamageMult	SetFallDamageMult		LuaGlueFunctor0	adapter	1	0070c640	00716520	00716710	00fde888	0142d7c8	0070d039
Actor	SetFallDamageRagdoll	SetFallDamageRagdoll		LuaGlueFunctor0	adapter	1	0070c520	007164e0	007166f0	00fde878	0142d7c0	0070cf91
Actor	SetForceRedInReticule	SetForceRedInReticule		LuaGlueFunctor0	adapter	1	00715410	007171b0	00717750	00fdeb78	0142d940	0070ef11
Actor	SetHealthRecoveryPct	SetHealthRecoveryPct		LuaGlueFunctor0	adapter	1	007145e0	00716be0	007173f0	00fde960	0142d834	0070d915
Actor	SetLabel	SetLabel		LuaGlueFunctor0	adapter	1	00712420	007168c0	00717220	00fde838	0142d7a0	0070ccf1
Actor	SetMissionCriticalNPC	SetMissionCriticalNPC		LuaGlueFunctor0	adapter	1	00715150	00717150	00717720	00fdeb48	0142d928	0070ed19
Actor	SetModuleInputs	SetModuleInputs		LuaGlueFunctor0	inlined	1	00716930	00716930	00717270	00fde860	0142d7b4	0070ce95
Actor	SetNeverBloodyDisguise	ActorSetNeverBloodyDisguise		LuaGlueFunctor0	adapter	1	00712cb0	00717020	00717680	00fdead8	0142d8f0	0070e881
Actor	SetNonKnockdownable	SetNonKnockdownable		LuaGlueFunctor0	adapter	1	007151f0	00717170	00717730	00fdeb50	0142d92c	0070ed6d
Actor	SetPanicEnabled	SetPanicEnabled		LuaGlueFunctor0	adapter	1	00713e40	00716a20	00717310	00fde8f0	0142d7fc	0070d47d
Actor	SetPanicFleeingEnabled	SetPanicFleeingEnabled		LuaGlueFunctor0	adapter	1	00713f10	00716a40	00717320	00fde8f8	0142d800	0070d4d1
Actor	SetPanicMode	SetPanicMode		LuaGlueFunctor0	adapter	1	00712dd0	00716c80	00717440	00fde988	0142d848	0070dab9
Actor	SetPanicOnceMode	SetPanicOnceMode		LuaGlueFunctor0	adapter	1	00712ea0	00716ca0	00717450	00fde990	0142d84c	0070db0d
Actor	SetPanicWalkAwayEnabled	SetPanicWalkAwayEnabled		LuaGlueFunctor0	adapter	1	00713fd0	00716a60	00717330	00fde900	0142d804	0070d525
Actor	SetPersistent	SetPersistent		LuaGlueFunctor0	adapter	1	00712880	00716940	00717280	00fde868	0142d7b8	0070cee9
Actor	SetPlayerPlantedTrapCallback	SetPlayerPlantedTrapCallback		LuaGlueFunctor0	adapter	1	0070f220	00716800	00716840	00fdeb20	0142d914	0070eb75
Actor	SetPredefinedModule	SetPredefinedModule		LuaGlueFunctor0	inlined	1	00716880	00716880	007171f0	00fde820	0142d794	0070cbf5
Actor	SetReactorEnabled	SetReactorEnabled		LuaGlueFunctor0	adapter	1	00714f30	00716ba0	007173d0	00fde950	0142d82c	0070d86d
Actor	SetRunsFromFire	SetRunsFromFire		LuaGlueFunctor0	adapter	1	00714320	00716a80	00717340	00fde908	0142d808	0070d579
Actor	SetSlowCollision	SetSlowCollision		LuaGlueFunctor0	adapter	1	00714530	00716bc0	007173e0	00fde958	0142d830	0070d8c1
Actor	SetStuckBashEnabled	SetStuckBashEnabled		LuaGlueFunctor0	adapter	1	00714e90	00716b80	007173c0	00fde948	0142d828	0070d819
Actor	SetTalkable	SetTalkable		LuaGlueFunctor0	adapter	1	00713470	007169d0	007172e0	00fde8d8	0142d7f0	0070d381
Actor	SetUseHitReactions	SetUseHitReactions		LuaGlueFunctor0	adapter	1	00714480	00716ac0	00717360	00fde918	0142d810	0070d621
Actor	SetVehicleAvoidance	SetVehicleAvoidance		LuaGlueFunctor0	adapter	1	00713b20	00716f10	007175d0	00fdea78	0142d8c0	0070e491
Actor	SetupShop	SetupShop		LuaGlueFunctor0	adapter	1	00713110	007169a0	007172c0	00fde8c8	0142d7e8	0070d2d9
Actor	SurgeonGeneral	SurgeonGeneral		LuaGlueFunctor0	adapter	1	0070c7d0	007165e0	00716780	00fdeb00	0142d904	0070ea25
Actor	TurnOnDude	TurnOnDude		LuaGlueFunctor0	adapter	1	00712780	00716960	00717290	00fde870	0142d7bc	0070cf3d
Actor	UnboardVehicle	UnboardVehicle		LuaGlueFunctor0	adapter	1	00711be0	00716ed0	007175a0	00fdea58	0142d8b0	0070e341
Actor	UseAttrPt	UseAttrPt		LuaGlueFunctor0	adapter	1	007111f0	00716e00	00717530	00fdea20	0142d894	0070e0f5
Actor	UseSubAttrPt	UseSubAttrPt		LuaGlueFunctor0	adapter	1	00711470	00716e20	00717540	00fdea28	0142d898	0070e149
Actor	WalkToDespawnLocation	WalkToDespawnLocation		LuaGlueFunctor0	adapter	1	00714d30	00716b60	007173b0	00fde940	0142d824	0070d7c5
AttractionPt	AbortTo	AttrPtAbortTo		LuaGlueFunctor0	adapter	1	00719830	0071a1d0	0071a230	00fdefc4	0142d99c	0071901d
AttractionPt	AddSubAttrPt	AddSubAttrPt		LuaGlueFunctor0	adapter	1	00718300	00719fc0	0071a110	00fdefac	0142d990	00718f21
AttractionPt	Create	AttractionPtCreate		LuaGlueFunctor0	adapter	1	007193d0	0071a180	0071a200	00fdef24	0142d94c	0071898d
AttractionPt	Delete	AttractionPtDelete		LuaGlueFunctor0	adapter	1	00717840	00719e70	0071a030	00fdef34	0142d954	00718a35
AttractionPt	EnableAlts	EnableAlts		LuaGlueFunctor0	adapter	1	00718190	00719f80	0071a0f0	00fdef9c	0142d988	00718e79
AttractionPt	EnableBroadcast	AttractionPtEnable		LuaGlueFunctor0	adapter	1	00717790	00719e50	0071a020	00fdef2c	0142d950	007189e1
AttractionPt	EnableUse	UsePtEnable		LuaGlueFunctor0	adapter	1	00718240	00719f60	0071a0e0	00fdef94	0142d984	00718e25
AttractionPt	FindPtInObject	AttractionPtFindPtInObject		LuaGlueFunctor0R	jmp	eax	00718070	00719f50	0071a0d0	00fdef8c	0142d980	00718dd1
AttractionPt	FinishNow	AttractionPtFinishNow		LuaGlueFunctor0	adapter	1	00719770	0071a1a0	0071a210	00fdef64	0142d96c	00718c2d
AttractionPt	GetActor	AttractionPtGetActor		LuaGlueFunctor0R	jmp	eax	007178f0	00719e90	0071a040	00fdef3c	0142d958	00718a89
AttractionPt	GetAllByNeed	AttrPtGetAllByNeed		LuaGlueFunctor0R	jmp	eax	00718510	0071a010	0071a140	00fdefe4	0142d9ac	0071916d
AttractionPt	GetParent	AttractionPtGetParent		LuaGlueFunctor0R	jmp	eax	00717c00	00719ef0	0071a080	00fdef5c	0142d968	00718bd9
AttractionPt	GetSuperAttrPt	GetSuperAttrPt		LuaGlueFunctor0R	jmp	eax	00718470	00719fe0	0071a120	00fdefb4	0142d994	00718f75
AttractionPt	GetTargetPos	AttractionPtGetTargetPos		LuaGlueFunctor0R	jmp	eax	00717f70	00719f40	0071a0c0	00fdef84	0142d97c	00718d7d
AttractionPt	IsAvailable	AttractionPtIsAvailable		LuaGlueFunctor0R	jmp	eax	00717d60	00719f20	0071a0a0	00fdef74	0142d974	00718cd5
AttractionPt	IsBeingUsedBy	AttrPtIsBeingUsedBy		LuaGlueFunctor0R	jmp	eax	00719a50	0071a1c0	0071a220	00fdefbc	0142d998	00718fc9
AttractionPt	IsBeingUsedBySomeone	AttractionPtIsBeingUsedBySomeone		LuaGlueFunctor0R	jmp	eax	00717e80	00719f30	0071a0b0	00fdef7c	0142d978	00718d29
AttractionPt	IsBroadcastEnabled	AttractionPtIsEnabled		LuaGlueFunctor0R	jmp	eax	007179a0	00719ea0	0071a050	00fdef44	0142d95c	00718add
AttractionPt	Restart	AttractionPtRestart		LuaGlueFunctor0	adapter	1	00717cd0	00719f00	0071a090	00fdef6c	0142d970	00718c81
AttractionPt	SetAnimation	AttractionPtSetAnimation		LuaGlueFunctor0	adapter	1	00717a40	00719eb0	0071a060	00fdef4c	0142d960	00718b31
AttractionPt	SetMiniGameTarget	AttrPtSetMiniGameTarget		LuaGlueFunctor0	adapter	1	00718690	00719fa0	0071a100	00fdefa4	0142d98c	00718ecd
AttractionPt	SetParent	AttractionPtSetParent		LuaGlueFunctor0	adapter	1	00717b10	00719ed0	0071a070	00fdef54	0142d964	00718b85
AttractionPt	SpawnHumanInCloset	SpawnClosetSpawnHumanInCloset		LuaGlueFunctor0	adapter	1	007191e0	0071a150	0071a170	00fdefd4	0142d9a4	007190c5
AttractionPt	SpawnHumanInClosetCODECALLBACK	SpawnClosetSpawnHumanInClosetCODECALLBACK		LuaGlueFunctor0	adapter	1	00718800	00719ff0	0071a130	00fdefdc	0142d9a8	00719119
AttractionPt	UseLeaf	AttrPtUseLeaf		LuaGlueFunctor0R	jmp	eax	00719900	0071a1f0	0071a240	00fdefcc	0142d9a0	00719071
Checkpoint	AddSearchlight	CheckpointAddSearchlight		LuaGlueFunctor0	adapter	1	0071b480	0071c110	0071c290	00fdf480	0142da18	0071bd29
Checkpoint	Kill	CheckpointKill		LuaGlueFunctor0	adapter	1	0071a6a0	0071be50	0071c130	00fdf3d0	0142d9c0	0071b5f1
Checkpoint	New	CheckpointNew		LuaGlueFunctor0R	jmp	eax	0071bd90	0071c2a0	0071c2b0	00fdf3c8	0142d9bc	0071b59d
Checkpoint	SetCheckZone	CheckpointSetCheckZone		LuaGlueFunctor0	adapter	1	0071a730	0071be70	0071c140	00fdf3d8	0142d9c4	0071b645
Checkpoint	SetDoor	CheckpointSetDoor		LuaGlueFunctor0	adapter	1	0071aa70	0071bf10	0071c190	00fdf400	0142d9d8	0071b7e9
Checkpoint	SetDoorman	CheckpointSetDoorman		LuaGlueFunctor0	adapter	1	0071a930	0071bed0	0071c170	00fdf3f0	0142d9d0	0071b741
Checkpoint	SetExitZone	CheckpointSetExitZone		LuaGlueFunctor0	adapter	1	0071a7e0	0071be90	0071c150	00fdf3e0	0142d9c8	0071b699
Checkpoint	SetHaltConv	CheckpointSetHaltConv		LuaGlueFunctor0	adapter	1	0071b0c0	0071c050	0071c230	00fdf450	0142da00	0071bb31
Checkpoint	SetIgnorePedestrians	CheckpointSetIgnorePedestrians		LuaGlueFunctor0	adapter	1	0071ac50	0071bf70	0071c1c0	00fdf418	0142d9e4	0071b8e5
Checkpoint	SetIgnoreVehicles	CheckpointSetIgnoreVehicles		LuaGlueFunctor0	adapter	1	0071abb0	0071bf50	0071c1b0	00fdf410	0142d9e0	0071b891
Checkpoint	SetInteriorRestrictedArea	CheckpointSetInteriorRestrictedArea		LuaGlueFunctor0	adapter	1	0071af80	0071c010	0071c210	00fdf440	0142d9f8	0071ba89
Checkpoint	SetLinkedCheckpoint	CheckpointSetLinkedCheckpoint		LuaGlueFunctor0	adapter	1	0071ad80	0071bfb0	0071c1e0	00fdf428	0142d9ec	0071b98d
Checkpoint	SetLinkedEnterZone	CheckpointSetLinkedEnterZone		LuaGlueFunctor0	adapter	1	0071ae20	0071bfd0	0071c1f0	00fdf430	0142d9f0	0071b9e1
Checkpoint	SetLinkedExitZone	CheckpointSetLinkedExitZone		LuaGlueFunctor0	adapter	1	0071aed0	0071bff0	0071c200	00fdf438	0142d9f4	0071ba35
Checkpoint	SetOneSided	CheckpointSetOneSided		LuaGlueFunctor0	adapter	1	0071b030	0071c030	0071c220	00fdf448	0142d9fc	0071badd
Checkpoint	SetPaperCheckFailConv	CheckpointSetPaperCheckFailConv		LuaGlueFunctor0	adapter	1	0071b3e0	0071c0f0	0071c280	00fdf478	0142da14	0071bcd5
Checkpoint	SetPaperCheckPassConv	CheckpointSetPaperCheckPassConv		LuaGlueFunctor0	adapter	1	0071b340	0071c0d0	0071c270	00fdf470	0142da10	0071bc81
Checkpoint	SetPaperChecker	CheckpointSetPaperChecker		LuaGlueFunctor0	adapter	1	0071a890	0071beb0	0071c160	00fdf3e8	0142d9cc	0071b6ed
Checkpoint	SetPapers	CheckpointSetPapers		LuaGlueFunctor0	adapter	1	0071ab10	0071bf30	0071c1a0	00fdf408	0142d9dc	0071b83d
Checkpoint	SetPapersPleaseConv	CheckpointSetPapersPleaseConv		LuaGlueFunctor0	adapter	1	0071b160	0071c070	0071c240	00fdf458	0142da04	0071bb85
Checkpoint	SetPlayerDoesNotHavePapersConv	CheckpointSetPlayerDoesNotHavePapersConv		LuaGlueFunctor0	adapter	1	0071b2a0	0071c0b0	0071c260	00fdf468	0142da0c	0071bc2d
Checkpoint	SetPlayerHasPapersConv	CheckpointSetPlayerHasPapersConv		LuaGlueFunctor0	adapter	1	0071b200	0071c090	0071c250	00fdf460	0142da08	0071bbd9
Checkpoint	SetRequiredVehicle	CheckpointSetRequiredVehicle		LuaGlueFunctor0	adapter	1	0071ace0	0071bf90	0071c1d0	00fdf420	0142d9e8	0071b939
Checkpoint	SetVehicleChecker	CheckpointSetVehicleChecker		LuaGlueFunctor0	adapter	1	0071a9d0	0071bef0	0071c180	00fdf3f8	0142d9d4	0071b795
Cin	ActivateObjectSpline	ActivateObjectSpline		LuaGlueFunctor0	adapter	1	0071de80	0071efb0	0071f050	00fdfb80	0142da48	0071d325
Cin	AllowAttackingDuringCinematics	AllowAttackingDuringCinematics		LuaGlueFunctor0	adapter	1	0071cdf0	0071edc0	0071ef30	00fdfc30	0142daa0	0071da5d
Cin	AllowHumanDamage	AllowHumanDamage		LuaGlueFunctor0	adapter	1	0071ce60	0071ede0	0071ef40	00fdfc38	0142daa4	0071dab1
Cin	BinkDemoCallback	BinkDemoCallback		LuaGlueFunctor0	adapter	1	0071e2b0	0071f010	0071f080	00fdfc08	0142da8c	0071d8b9
Cin	BinkDemoPlay	BinkDemoPlay		LuaGlueFunctor0	inlined	1	0071ebb0	0071ebb0	0071ec10	00fdfc00	0142da88	0071d865
Cin	ConversationConditionPassed	ConversationConditionPassed		LuaGlueFunctor0	adapter	1	0071c790	0071ed00	0071eeb0	00fdfbc0	0142da68	0071d5c5
Cin	DEBUGTeleportToLocator	DEBUGTeleportToLocator		LuaGlueFunctor0	inlined	1	0071eaf0	0071eaf0	0071eb00	00fdfc20	0142da98	0071d9b5
Cin	DeactivateObjectSpline	DeactivateObjectSpline		LuaGlueFunctor0	adapter	1	0071c520	0071ec90	0071ee70	00fdfb88	0142da4c	0071d379
Cin	GetHumanConversationID	GetHumanConversationID		LuaGlueFunctor0R	jmp	eax	0071cc00	0071ed80	0071ef00	00fdfbf0	0142da80	0071d7bd
Cin	GetLocalizedText	GetLocalizedText		LuaGlueFunctor0R	jmp	eax	0071c910	0071ed60	0071eee0	00fdfbe0	0142da78	0071d715
Cin	GetSplineObject	GetSplineObject		LuaGlueFunctor0R	jmp	eax	0071c5b0	0071ecb0	0071ee80	00fdfb90	0142da50	0071d3cd
Cin	InterruptConversation	InterruptConversation		LuaGlueFunctor0	adapter	1	0071c710	0071ece0	0071eea0	00fdfbb0	0142da60	0071d51d
Cin	IsHumanInConversation	IsHumanInConversation		LuaGlueFunctor0R	jmp	eax	0071cb20	0071ed70	0071eef0	00fdfbe8	0142da7c	0071d769
Cin	IsPlayerCloseToCinematic	IsPlayerCloseToCinematic		LuaGlueFunctor0R	jmp	eax	0071c9f0	0071edb0	0071ef20	00fdfc28	0142da9c	0071da09
Cin	LoadCinematic	LoadCinematic		LuaGlueFunctor0	adapter	1	0071dd80	0071ef90	0071f040	00fdfb70	0142da40	0071d27d
Cin	LoadGameTextFile	LoadGameTextFile		LuaGlueFunctor0	adapter	1	0071c810	0071ed20	0071eec0	00fdfbd0	0142da70	0071d66d
Cin	PauseCinematic	PauseCinematic		LuaGlueFunctor0	adapter	1	0071c430	0071ec50	0071ee50	00fdfb60	0142da38	0071d1d5
Cin	PlayBinkMovie	PlayBinkMovie		LuaGlueFunctor0	adapter	1	0071cca0	0071ed90	0071ef10	00fdfc10	0142da90	0071d90d
Cin	PlayCinematic	PlayCinematic		LuaGlueFunctor0	adapter	1	0071dbc0	0071ef70	0071f030	00fdfb50	0142da30	0071d12d
Cin	PlayComplexAnim	PlayComplexAnim		LuaGlueFunctor0	adapter	1	0071e3b0	0071f090	0071f0b0	00fdfbb8	0142da64	0071d571
Cin	PlayConversation	PlayConversation		LuaGlueFunctor0	adapter	1	0071dfe0	0071efd0	0071f060	00fdfb98	0142da54	0071d421
Cin	PlayConversationWith	PlayConversationWith		LuaGlueFunctor0	adapter	1	0071e100	0071eff0	0071f070	00fdfba0	0142da58	0071d475
Cin	PrePlayCinematic	PrePlayCinematic		LuaGlueFunctor0	adapter	1	0071c3b0	0071ec30	0071ee40	00fdfb58	0142da34	0071d181
Cin	ReleaseGameTextFile	ReleaseGameTextFile		LuaGlueFunctor0	adapter	1	0071c890	0071ed40	0071eed0	00fdfbd8	0142da74	0071d6c1
Cin	SetCinematicStreaming	SetCinematicStreaming		LuaGlueFunctor0	inlined	1	0071e7f0	0071e7f0	0071e800	00fdfb78	0142da44	0071d2d1
Cin	SetEnterMusicOverride	SetEnterMusicOverride		LuaGlueFunctor0	adapter	1	0071ced0	0071ee00	0071ef50	00fdfc40	0142daa8	0071db05
Cin	SetExitMusicOverride	SetExitMusicOverride		LuaGlueFunctor0	adapter	1	0071cfd0	0071ee20	0071ef60	00fdfc48	0142daac	0071db59
Cin	SetSpeakerWeight	SetSpeakerWeight		LuaGlueFunctor0	inlined	1	0071ea30	0071ea30	0071ea40	00fdfbf8	0142da84	0071d811
Cin	StopBinkMovie	StopBinkMovie		LuaGlueFunctor0	inlined	1	0071ebf0	0071ebf0	0071ec20	00fdfc18	0142da94	0071d961
Cin	StopCinematic	StopCinematic		LuaGlueFunctor0	adapter	1	0071c490	0071ec70	0071ee60	00fdfb68	0142da3c	0071d229
Cin	StopConversation	StopConversation		LuaGlueFunctor0	adapter	1	0071c680	0071ecc0	0071ee90	00fdfba8	0142da5c	0071d4c9
Cin	SubtitlesOn	SubtitlesOn		LuaGlueFunctor0	inlined	1	0071e950	0071e950	0071e960	00fdfbc8	0142da6c	0071d619
Combat	AddTargetFlag	AddTargetFlag		LuaGlueFunctor0	adapter	1	00721520	007253b0	00725a80	00fe0698	0142dacc	0071fc5d
Combat	BroadcastRetreat	BroadcastRetreat		LuaGlueFunctor0	adapter	1	0071f900	007251a0	00725300	00fe0860	0142dbb0	00720f11
Combat	BroadcastSound	BroadcastSound		LuaGlueFunctor0	adapter	1	0071f780	007251c0	00725310	00fe0868	0142dbb4	00720f65
Combat	ClearLeader	CombatClearLeader		LuaGlueFunctor0	adapter	1	00723d30	00725910	00725d30	00fe0808	0142db84	00720b75
Combat	ClearObjective	ClearObjective		LuaGlueFunctor0	adapter	1	00721be0	00725470	00725ae0	00fe06e0	0142daf0	0071ff51
Combat	ClearStateLock	ClearStateLock		LuaGlueFunctor0	adapter	1	00723ad0	007258d0	00725d10	00fe07f8	0142db7c	00720acd
Combat	ClearTarget	ClearTarget		LuaGlueFunctor0	adapter	1	00721220	00725360	00725a50	00fe0680	0142dac0	0071fb61
Combat	ClearTargetFlags	ClearTargetFlags		LuaGlueFunctor0	adapter	1	007217c0	007253f0	00725aa0	00fe06a8	0142dad4	0071fd05
Combat	DoMeleeMove	DoMeleeMove		LuaGlueFunctor0	adapter	1	007242a0	007259b0	00725d80	00fe0840	0142dba0	00720dc1
Combat	Exit	ExitCombat		LuaGlueFunctor0	adapter	1	00724130	00725a20	00725dc0	00fe0878	0142dbbc	0072100d
Combat	GetMeleeHandleByName	GetMeleeHandleByName		LuaGlueFunctor0R	jmp	eax	00721080	00725320	00725330	00fe0850	0142dba8	00720e69
Combat	GetTarget	GetTarget		LuaGlueFunctor0R	jmp	eax	007212d0	00725380	00725a60	00fe0688	0142dac4	0071fbb5
Combat	GlobalAllowGrenades	GlobalAllowGrenades		LuaGlueFunctor0	adapter	1	0071f9d0	00725160	007252e0	00fe0828	0142db94	00720cc5
Combat	IsCombatant	IsCombatant		LuaGlueFunctor0R	jmp	eax	007241e0	00725a10	00725db0	00fe0870	0142dbb8	00720fb9
Combat	LockIntoMelee	LockIntoMelee		LuaGlueFunctor0	adapter	1	00723950	00725890	00725cf0	00fe07e8	0142db74	00720a25
Combat	LockIntoRanged	LockIntoRanged		LuaGlueFunctor0	adapter	1	00723a10	007258b0	00725d00	00fe07f0	0142db78	00720a79
Combat	RemoveTargetFlag	RemoveTargetFlag		LuaGlueFunctor0	adapter	1	00721710	007253d0	00725a90	00fe06a0	0142dad0	0071fcb1
Combat	RequestMeleeBP	RequestMeleeBP		LuaGlueFunctor0	adapter	1	00724060	00725970	00725d60	00fe0820	0142db90	00720c71
Combat	ResetPlayerTargetPriority	ResetPlayerTargetPriority		LuaGlueFunctor0	inlined	1	00724f40	00724f40	00725080	00fe06c8	0142dae4	0071fe55
Combat	ReturnToIdlePos	ReturnToIdlePos		LuaGlueFunctor0	adapter	1	00722d90	007257b0	00725c80	00fe07b0	0142db58	007207d9
Combat	SetAimAndHitNoMiss	SetAimAndHitNoMiss		LuaGlueFunctor0	adapter	1	00722630	00725650	00725bd0	00fe0758	0142db2c	0072043d
Combat	SetAlwaysSeeTarget	SetAlwaysSeeTarget		LuaGlueFunctor0	adapter	1	00722370	007255d0	00725b90	00fe0738	0142db1c	007202ed
Combat	SetBroadcastEnteredCombat	SetBroadcastEnteredCombat		LuaGlueFunctor0	adapter	1	00722210	00725590	00725b70	00fe0728	0142db14	00720245
Combat	SetBroadcastWeaponFire	SetBroadcastWeaponFire		LuaGlueFunctor0	adapter	1	007222c0	007255b0	00725b80	00fe0730	0142db18	00720299
Combat	SetCombat	SetCombat		LuaGlueFunctor0	adapter	1	007233b0	00725810	00725cb0	00fe07c8	0142db64	007208d5
Combat	SetDoMeleeCallbacks	SetDoMeleeCallbacks		LuaGlueFunctor0	adapter	1	00724590	007259f0	00725da0	00fe0858	0142dbac	00720ebd
Combat	SetDryFire	SetDryFire		LuaGlueFunctor0	adapter	1	00722580	00725630	00725bc0	00fe0750	0142db28	007203e9
Combat	SetFollowBoardCallback	CombatSetFollowBoardCallback		LuaGlueFunctor0	adapter	1	00723de0	00725930	00725d40	00fe0810	0142db88	00720bc9
Combat	SetFollowUnboardCallback	CombatSetFollowUnboardCallback		LuaGlueFunctor0	adapter	1	00723f20	00725950	00725d50	00fe0818	0142db8c	00720c1d
Combat	SetGlobalAllowCombatHijacking	SetGlobalAllowCombatHijacking		LuaGlueFunctor0	adapter	1	0071fa40	00725180	007252f0	00fe0838	0142db9c	00720d6d
Combat	SetGlobalHostileToResistance	SetGlobalHostileToResistance		LuaGlueFunctor0	adapter	1	0071f690	00725120	007252c0	00fe06b8	0142dadc	0071fdad
Combat	SetGrabbable	SetGrabbable		LuaGlueFunctor0	adapter	1	007235f0	00725850	00725cd0	00fe07d8	0142db6c	0072097d
Combat	SetHostileTargetsOnly	SetHostileTargetsOnly		LuaGlueFunctor0	adapter	1	00721df0	007254d0	00725b10	00fe06f8	0142dafc	0072004d
Combat	SetHunt	SetHunt		LuaGlueFunctor0	adapter	1	00723090	007257f0	00725ca0	00fe07c0	0142db60	00720881
Combat	SetIdleAngle	SetIdleAngle		LuaGlueFunctor0	adapter	1	00722cf0	007257d0	00725c90	00fe07b8	0142db5c	0072082d
Combat	SetIdleAttrPt	SetIdleAttrPt		LuaGlueFunctor0	adapter	1	00722bf0	00725750	00725c50	00fe0798	0142db4c	007206dd
Combat	SetIdleDisperse	SetIdleDisperse		LuaGlueFunctor0	adapter	1	00722fe0	00725790	00725c70	00fe07a8	0142db54	00720785
Combat	SetIdleHoldWeapon	SetIdleHoldWeapon		LuaGlueFunctor0	adapter	1	00722900	007256d0	00725c10	00fe0778	0142db3c	0072058d
Combat	SetIdlePath	SetIdlePath		LuaGlueFunctor0	adapter	1	00722af0	00725730	00725c40	00fe0790	0142db48	00720689
Combat	SetIdlePos	SetIdlePos		LuaGlueFunctor0	adapter	1	00722ec0	00725770	00725c60	00fe07a0	0142db50	00720731
Combat	SetIdleScripted	SetIdleScripted		LuaGlueFunctor0	adapter	1	00722a50	00725710	00725c30	00fe0788	0142db44	00720635
Combat	SetIdleUseNeeds	SetIdleUseNeeds		LuaGlueFunctor0	adapter	1	007229b0	007256f0	00725c20	00fe0780	0142db40	007205e1
Combat	SetIgnoreCombatInVehicle	SetIgnoreCombatInVehicle		LuaGlueFunctor0	adapter	1	00722850	007256b0	00725c00	00fe0770	0142db38	00720539
Combat	SetLeader	CombatSetLeader		LuaGlueFunctor0	adapter	1	00723b90	007258f0	00725d20	00fe0800	0142db80	00720b21
Combat	SetLethalForce	SetLethalForce		LuaGlueFunctor0	adapter	1	00721ca0	00725490	00725af0	00fe06e8	0142daf4	0071ffa5
Combat	SetObjective	SetObjective		LuaGlueFunctor0	adapter	1	00721920	00725430	00725ac0	00fe06d0	0142dae8	0071fea9
Combat	SetObjectivePath	SetObjectivePath		LuaGlueFunctor0	adapter	1	00721a90	00725450	00725ad0	00fe06d8	0142daec	0071fefd
Combat	SetPlayerTargetPriority	SetPlayerTargetPriority		LuaGlueFunctor0	adapter	1	0071f710	00725140	007252d0	00fe06c0	0142dae0	0071fe01
Combat	SetReactImmediately	SetReactImmediately		LuaGlueFunctor0	adapter	1	007224d0	00725610	00725bb0	00fe0748	0142db24	00720395
Combat	SetRespondToDamage	SetRespondToDamage		LuaGlueFunctor0	adapter	1	00721f50	00725510	00725b30	00fe0708	0142db04	007200f5
Combat	SetRespondToDeadBodies	SetRespondToDeadBodies		LuaGlueFunctor0	adapter	1	00721ea0	007254f0	00725b20	00fe0700	0142db00	007200a1
Combat	SetRespondToEvents	SetRespondToEvents		LuaGlueFunctor0	adapter	1	007220b0	00725550	00725b50	00fe0718	0142db0c	0072019d
Combat	SetRespondToFriendlyDamage	SetRespondToFriendlyDamage		LuaGlueFunctor0	adapter	1	00722000	00725530	00725b40	00fe0710	0142db08	00720149
Combat	SetRespondToPaperCheckEvent	SetRespondToPaperCheckEvent		LuaGlueFunctor0	adapter	1	00722160	00725570	00725b60	00fe0720	0142db10	007201f1
Combat	SetRespondToSound	SetRespondToSound		LuaGlueFunctor0	adapter	1	00721d50	007254b0	00725b00	00fe06f0	0142daf8	0071fff9
Combat	SetSquadAssist	SetSquadAssist		LuaGlueFunctor0	adapter	1	00722420	007255f0	00725ba0	00fe0740	0142db20	00720341
Combat	SetStationary	SetStationary		LuaGlueFunctor0	adapter	1	00723500	00725830	00725cc0	00fe07d0	0142db68	00720929
Combat	SetTarget	SetTarget		LuaGlueFunctor0	adapter	1	00721150	00725340	00725a40	00fe0678	0142dabc	0071fb0d
Combat	SetTargetAggressively	SetTargetAggressively		LuaGlueFunctor0	adapter	1	00721870	00725410	00725ab0	00fe06b0	0142dad8	0071fd59
Combat	SetTargetTeam	SetTargetTeam		LuaGlueFunctor0	adapter	1	00721410	00725390	00725a70	00fe0690	0142dac8	0071fc09
Combat	SetTether	SetTether		LuaGlueFunctor0	adapter	1	007236d0	00725870	00725ce0	00fe07e0	0142db70	007209d1
Combat	SetWimpy	SetWimpy		LuaGlueFunctor0	adapter	1	007226e0	00725670	00725be0	00fe0760	0142db30	00720491
