table	lua_name	cpp_symbol	cpp_class	family	shape	nresults	impl_va	thunk_va	stub_va	vtable_va	s_name_slot	stanza_va
Object	SetShouldNeverRegisterGameObjectEvents	SetShouldNeverRegisterGameObjectEvents		LuaGlueFunctor0	adapter	1	00737c80	0073cc60	0073ce60	00fe3390	0142defc	0073a8c9
Object	Spawn	SpawnObject		LuaGlueFunctor0	adapter	1	0073b340	0073cf60	0073d040	00fe3288	0142de78	00739df5
Object	SpawnAICrowdBlocker	SpawnAICrowdBlocker		LuaGlueFunctor0	adapter	1	0073aff0	0073ceb0	0073cf30	00fe32b0	0142de8c	00739f99
Object	SpawnFromList	SpawnFromList		LuaGlueFunctor0	adapter	1	0073c100	0073cfc0	0073d070	00fe32a0	0142de84	00739ef1
Object	SpawnInVehicle	SpawnInVehicle		LuaGlueFunctor0	adapter	1	0073c480	0073cfe0	0073d080	00fe32a8	0142de88	00739f45
Object	SpawnOnRoad	SpawnObjectOnRoad		LuaGlueFunctor0	adapter	1	0073b810	0073cf80	0073d050	00fe3290	0142de7c	00739e49
Object	SpawnerPurge	SpawnerPurge		LuaGlueFunctor0	adapter	1	00738f10	0073cc20	0073ce40	00fe3380	0142def4	0073a821
Object	SpawnerQueueSpawn	SpawnerQueueSpawn		LuaGlueFunctor0	adapter	1	0073ae90	0073cef0	0073cf50	00fe3370	0142deec	0073a779
Object	SpawnerReset	SpawnerReset		LuaGlueFunctor0	adapter	1	00738e80	0073cc00	0073ce30	00fe3378	0142def0	0073a7cd
Object	Teleport	TeleportObject		LuaGlueFunctor0	adapter	1	007385f0	0073c9c0	0073ccc0	00fe3258	0142de60	00739bfd
Render	CameraShakeExplosion	CameraShakeExplosion		LuaGlueFunctor0	adapter	1	0073e7b0	00740430	00740680	00fe3c04	0142df94	0073f641
Render	ClearGlobalWTF	ClearGlobalWTF		LuaGlueFunctor0	inlined		007400f0	007400f0	007404f0	00fe3b0c	0142df18	0073ec15
Render	DrunkEffectFilter	DrunkEffectFilterCallback		LuaGlueFunctor0	adapter	1	0073d340	00740170	00740520	00fe3b24	0142df24	0073ed11
Render	EnableAmbientRain	EnableAmbientRain		LuaGlueFunctor0	adapter	1	0073d3a0	00740190	00740530	00fe3b2c	0142df28	0073ed65
Render	EnableHumanHalos	EnableHumanHalos		LuaGlueFunctor0	adapter	1	0073d4a0	007400d0	007404e0	00fe3b04	0142df14	0073ebc1
Render	EnableLightning	EnableLightning		LuaGlueFunctor0	adapter	1	0073dbd0	007402d0	007405d0	00fe3ba4	0142df64	0073f251
Render	EnableLightningFlash	EnableLightningFlash		LuaGlueFunctor0	adapter	1	0073de50	007402f0	007405e0	00fe3bac	0142df68	0073f2a5
Render	EndFX	EndFX		LuaGlueFunctor0	adapter	1	0073e340	007403b0	00740640	00fe3be4	0142df84	0073f4f1
Render	FadeScreen	FadeScreen		LuaGlueFunctor0	adapter	1	0073e730	00740410	00740670	00fe3bfc	0142df90	0073f5ed
Render	FadeTo	FadeTo		LuaGlueFunctor0	adapter	1	0073e660	007403f0	00740660	00fe3bf4	0142df8c	0073f599
Render	HeatShimmerFilter	HeatShimmerFilterCallback		LuaGlueFunctor0	adapter	1	0073d2d0	00740150	00740510	00fe3b1c	0142df20	0073ecbd
Render	PauseUVScrolling	PauseUVScrolling		LuaGlueFunctor0	inlined	1	0073fec0	0073fec0	0073fee0	00fe3c2c	0142dfa8	0073f7e5
Render	PrintDialogue	PrintDialogue		LuaGlueFunctor0	adapter	1	0073e000	00740370	00740620	00fe3bd4	0142df7c	0073f449
Render	PrintMessage	PrintMessage		LuaGlueFunctor0	inlined	1	0073fcb0	0073fcb0	0073fcc0	00fe3bbc	0142df70	0073f34d
Render	PrintMissionText	PrintMissionText		LuaGlueFunctor0	adapter	1	0073def0	00740330	00740600	00fe3bc4	0142df74	0073f3a1
Render	Rain	RainCallback		LuaGlueFunctor0	adapter	1	0073d410	007401b0	00740540	00fe3b34	0142df2c	0073edb9
Render	ResetUVScrolling	ResetUVScrolling		LuaGlueFunctor0	inlined	1	0073fe70	0073fe70	0073fe90	00fe3c24	0142dfa4	0073f791
Render	ResetWaterLevel	ResetWaterLevel		LuaGlueFunctor0	inlined	1	00740010	00740010	00740070	00fe3c44	0142dfb4	0073f8e1
Render	ResumeUVScrolling	ResumeUVScrolling		LuaGlueFunctor0	inlined		0073ff10	0073ff10	0073ff30	00fe3c34	0142dfac	0073f839
Render	SetFXTime	SetFXTime		LuaGlueFunctor0	adapter	1	0073e4d0	007403d0	00740650	00fe3bec	0142df88	0073f545
Render	SetGlobalWTF	SetGlobalWTF		LuaGlueFunctor0	adapter	1	0073da50	007400b0	007404d0	00fe3afc	0142df10	0073eb6d
Render	SetLightningFlashParams	SetLightningFlashParams		LuaGlueFunctor0	adapter	1	0073dc40	00740310	007405f0	00fe3bb4	0142df6c	0073f2f9
Render	SetWaterLevel	SetWaterLevel		LuaGlueFunctor0	adapter	1	0073ea10	007404b0	007406c0	00fe3c3c	0142dfb0	0073f88d
Render	ShowMissionComplete	ShowMissionComplete		LuaGlueFunctor0	adapter	1	0073df50	00740350	00740610	00fe3bcc	0142df78	0073f3f5
Render	StartFX	StartFX		LuaGlueFunctor0	adapter	1	0073e1a0	00740390	00740630	00fe3bdc	0142df80	0073f49d
Render	StartHighlight	StartHighlight		LuaGlueFunctor0	adapter	1	0073e8c0	00740450	00740690	00fe3c0c	0142df98	0073f695
Render	StopHighlight	StopHighlight		LuaGlueFunctor0	adapter	1	0073e980	00740470	007406a0	00fe3c14	0142df9c	0073f6e9
Render	ToggleLights	ToggleLights		LuaGlueFunctor0	adapter	1	0073ea80	00740490	007406b0	00fe3c1c	0142dfa0	0073f73d
Render	WTFBlendOverrideBlueprint	WTFBlendOverrideBlueprint		LuaGlueFunctor0	adapter	1	0073d670	00740210	00740570	00fe3b54	0142df3c	0073ef09
Render	WTFClearHighOverrideBlueprint	WTFClearHighOverrideBlueprint		LuaGlueFunctor0	inlined	1	0073ffb0	0073ffb0	00740040	00fe3b74	0142df4c	0073f059
Render	WTFClearLowOverrideBlueprint	WTFClearLowOverrideBlueprint		LuaGlueFunctor0	inlined	1	0073ffd0	0073ffd0	00740050	00fe3b7c	0142df50	0073f0ad
Render	WTFClearOverrideBlueprint	WTFClearOverrideBlueprint		LuaGlueFunctor0	inlined	1	00740080	00740080	007400a0	00fe3b6c	0142df48	0073f005
Render	WTFEnableNode	WTFEnableNode		LuaGlueFunctor0	adapter	1	0073d500	007401d0	00740550	00fe3b44	0142df34	0073ee61
Render	WTFExitActivePortal	WTFExitActivePortal		LuaGlueFunctor0	inlined		0073ff80	0073ff80	00740030	00fe3b3c	0142df30	0073ee0d
Render	WTFFinishTransition	WTFFinishTransition		LuaGlueFunctor0	inlined	1	0073fff0	0073fff0	00740060	00fe3b9c	0142df60	0073f1fd
Render	WTFGetInfluence	WTFGetInfluence		LuaGlueFunctor0R	jmp	eax	0073db10	00740140	00740500	00fe3b14	0142df1c	0073ec69
Render	WTFOverrideTransitionBlastTime	WTFOverrideTransitionBlastTime		LuaGlueFunctor0	adapter	1	0073d9e0	00740290	007405b0	00fe3b8c	0142df58	0073f155
Render	WTFOverrideTransitionPosition	WTFOverrideTransitionPosition		LuaGlueFunctor0	adapter	1	0073d930	00740270	007405a0	00fe3b84	0142df54	0073f101
Render	WTFOverrideTransitionSwitchTime	WTFOverrideTransitionSwitchTime		LuaGlueFunctor0	adapter	1	0073d5f0	007402b0	007405c0	00fe3b94	0142df5c	0073f1a9
Render	WTFSetHighOverrideBlueprint	WTFSetHighOverrideBlueprint		LuaGlueFunctor0	adapter	1	0073d810	00740230	00740580	00fe3b5c	0142df40	0073ef5d
Render	WTFSetLowOverrideBlueprint	WTFSetLowOverrideBlueprint		LuaGlueFunctor0	adapter	1	0073d8a0	00740250	00740590	00fe3b64	0142df44	0073efb1
Render	WTFSetOverrideBlueprint	WTFSetOverrideBlueprint		LuaGlueFunctor0	adapter	1	0073d780	007401f0	00740560	00fe3b4c	0142df38	0073eeb5
Sabotage	Arm	SabotagePtArm		LuaGlueFunctor0	adapter	1	007409e0	007410a0	00741150	00fe3d68	0142dfc4	00740db9
Sabotage	Detonate	SabotagePtDetonate		LuaGlueFunctor0	adapter	1	007407d0	00741060	00741120	00fe3d50	0142dfb8	00740cbd
Sabotage	Disarm	SabotagePtDisarm		LuaGlueFunctor0	adapter	1	00740a70	007410c0	00741160	00fe3d70	0142dfc8	00740e0d
Sabotage	IsArmed	SabotagePtIsArmed		LuaGlueFunctor0R	jmp	eax	00740920	00741090	00741140	00fe3d60	0142dfc0	00740d65
Sabotage	IsSet	SabotagePtIsSet		LuaGlueFunctor0R	jmp	eax	00740860	00741080	00741130	00fe3d58	0142dfbc	00740d11
Sabotage	OnSet	SabotagePtOnSet		LuaGlueFunctor0	adapter	1	00740f70	00741190	007411b0	00fe3d88	0142dfd4	00740f09
Sabotage	Set	SabotagePtSet		LuaGlueFunctor0	adapter	1	00740b00	007410e0	00741170	00fe3d78	0142dfcc	00740e61
Sabotage	UnSet	SabotagePtUnSet		LuaGlueFunctor0	adapter	1	00740bd0	00741100	00741180	00fe3d80	0142dfd0	00740eb5
SaveLoad	ClearCheckpoint	SaveLoadClearcheckpoint		LuaGlueFunctor0	inlined	1	00741ed0	00741ed0	00741f20	00fe4220	0142e000	0074178d
SaveLoad	ClearSnapshot	SaveLoadClearSnapshot		LuaGlueFunctor0	inlined	1	00741ef0	00741ef0	00741f30	00fe4230	0142e008	00741835
SaveLoad	CreateAutoSave	SaveLoadCreateAutoSave		LuaGlueFunctor0	adapter	1	00741a90	00742060	007420d0	00fe4238	0142e00c	00741889
SaveLoad	CreateSnapshot	SaveLoadCreateSnapshot		LuaGlueFunctor0	adapter	1	00741b50	00742040	007420c0	00fe4228	0142e004	007417e1
SaveLoad	LoadCheckpoint	SaveLoadLoadCheckpoint		LuaGlueFunctor0	inlined		00741e90	00741e90	00741f10	00fe4218	0142dffc	00741739
SaveLoad	LoadFloat	SaveLoadLoadLuaFloat		LuaGlueFunctor0R	jmp	eax	007413b0	00741fa0	00741ff0	00fe4200	0142dff0	0074163d
SaveLoad	LoadString	SaveLoadLoadLuaString		LuaGlueFunctor0R	jmp	eax	00741420	00741fb0	00742000	00fe4208	0142dff4	00741691
SaveLoad	LoadTable	SaveLoadLoadLuaTable		LuaGlueFunctor0R	jmp	eax	00741950	00742010	007420a0	00fe41f8	0142dfec	007415e9
SaveLoad	SaveCheckpoint	SaveLoadSaveCheckpoint		LuaGlueFunctor0	adapter	1	007419d0	00742020	007420b0	00fe4210	0142dff8	007416e5
SaveLoad	SaveFloat	SaveLoadSaveLuaFloat		LuaGlueFunctor0	adapter	1	007412e0	00741f60	00741fd0	00fe41e8	0142dfe4	00741541
SaveLoad	SaveString	SaveLoadSaveLuaString		LuaGlueFunctor0	adapter	1	00741350	00741f80	00741fe0	00fe41f0	0142dfe8	00741595
SaveLoad	SaveTable	SaveLoadSaveLuaTable		LuaGlueFunctor0	adapter	1	00741210	00741f40	00741fc0	00fe41e0	0142dfe0	007414ed
SaveLoad	SetupSpecialLuaTimerCallback	SaveLoadSetupSpecialLuaTimerCallback		LuaGlueFunctor0	adapter	1	00741c10	00742080	007420e0	00fe4240	0142e010	007418dd
Searchlight	EnableLights	SearchlightEnableLights		LuaGlueFunctor0	adapter	1	00742290	007424e0	00742510	00fe4318	0142e020	00742451
Searchlight	SetTarget	SearchlightSetTarget		LuaGlueFunctor0	adapter	1	00742130	007424c0	00742500	00fe4310	0142e01c	007423fd
Sensory	AddTrackObject	AddTrackObject		LuaGlueFunctor0	adapter	1	00743130	00743530	007435d0	00fe44f0	0142e044	00742885
Sensory	CanSee	SensoryCanSee		LuaGlueFunctor0R	jmp	eax	00742f00	00743510	007435b0	00fe44e0	0142e03c	007427dd
Sensory	ClearAllTrackObjects	ClearAllTrackObjects		LuaGlueFunctor0	adapter	1	007433e0	00743550	007435e0	00fe44f8	0142e048	007428d9
Sensory	GetAllCanSee	GetAllCanSee		LuaGlueFunctor0R	jmp	eax	00742d60	00743500	007435a0	00fe44d8	0142e038	00742789
Sensory	GetClosestVisibleEnemy	GetClosestVisibleEnemy		LuaGlueFunctor0R	jmp	eax	00742ab0	007434e0	00743580	00fe44c8	0142e030	007426e1
Sensory	GetVisibleEnemyList	GetVisibleEnemyList		LuaGlueFunctor0R	jmp	eax	00742940	007434d0	00743570	00fe44c0	0142e02c	0074268d
Sensory	GetVisibleFriendList	GetVisibleFriendList		LuaGlueFunctor0R	jmp	eax	00742bc0	007434f0	00743590	00fe44d0	0142e034	00742735
Sensory	HaveLOS	SensoryHaveLOS		LuaGlueFunctor0R	jmp	eax	00743040	00743520	007435c0	00fe44e8	0142e040	00742831
Sound	ActivateSoundEmitter	ActivateSoundEmitter		LuaGlueFunctor0	adapter	1	00743b90	00745050	007451a0	00fe48f0	0142e06c	007444a5
Sound	AttachSoundEvent	AttachSoundEvent		LuaGlueFunctor0R	jmp	eax	007438f0	00745010	00745170	00fe48d8	0142e060	007443a9
Sound	DeactivateSoundEmitter	DeactivateSoundEmitter		LuaGlueFunctor0	adapter	1	00743c40	00745070	007451b0	00fe48f8	0142e070	007444f9
Sound	DisableAllChatter	DisableAllChatter		LuaGlueFunctor0	inlined	1	00744e30	00744e30	00744ec0	00fe4948	0142e098	00744841
Sound	DisableLoudSpeakers	DisableLoudSpeakers		LuaGlueFunctor0	inlined	1	00744e70	00744e70	00744ef0	00fe4960	0142e0a4	0074493d
Sound	DisableSeanChatter	DisableSeanChatter		LuaGlueFunctor0	inlined	1	00744e10	00744e10	00744ea0	00fe4938	0142e090	00744799
Sound	EnableAllChatter	EnableAllChatter		LuaGlueFunctor0	inlined		00744e40	00744e40	00744ed0	00fe4950	0142e09c	00744895
Sound	EnableLoudSpeakers	EnableLoudSpeakers		LuaGlueFunctor0	inlined	1	00744e50	00744e50	00744ee0	00fe4958	0142e0a0	007448e9
Sound	EnableSeanChatter	EnableSeanChatter		LuaGlueFunctor0	inlined	1	00744e20	00744e20	00744eb0	00fe4940	0142e094	007447ed
Sound	LoadSoundBank	LoadSoundBank		LuaGlueFunctor0	adapter	1	007449b0	00745220	00745240	00fe48c0	0142e054	007442ad
Sound	PlayMusicStab	PlayMusicStab		LuaGlueFunctor0	adapter	1	00743e30	007450b0	007451d0	00fe4910	0142e07c	007445f5
Sound	PlayOwnerlessSoundEvent	PlayOwnerlessSoundEvent		LuaGlueFunctor0R	jmp	eax	007439e0	00745020	00745180	00fe48e0	0142e064	007443fd
Sound	PlayTextID	PlayTextID		LuaGlueFunctor0	adapter	1	00743eb0	007450d0	007451e0	00fe4918	0142e080	00744649
Sound	ReleaseSoundBank	ReleaseSoundBank		LuaGlueFunctor0	adapter	1	00743850	00744ff0	00745160	00fe48d0	0142e05c	00744355
Sound	ResetMusicLocale	ResetMusicLocale		LuaGlueFunctor0	adapter	1	00743690	00744df0	00744e90	00fe4908	0142e078	007445a1
Sound	SetMusicLocale	SetMusicLocale		LuaGlueFunctor0	adapter	1	00743cf0	00745090	007451c0	00fe4900	0142e074	0074454d
Sound	SetParam	SetParam		LuaGlueFunctor0	adapter	1	00744070	007450f0	007451f0	00fe4920	0142e084	0074469d
Sound	SetState	SetState		LuaGlueFunctor0	adapter	1	00743fc0	00745130	00745210	00fe4930	0142e08c	00744745
Sound	SetTimedParam	SetTimedParam		LuaGlueFunctor0	adapter	1	00744120	00745110	00745200	00fe4928	0142e088	007446f1
Sound	StopSoundEvent	StopSoundEvent		LuaGlueFunctor0	adapter	1	00743a80	00745030	00745190	00fe48e8	0142e068	00744451
Sound	UnloadSoundBank	UnloadSoundBank		LuaGlueFunctor0	adapter	1	007437c0	00744fd0	00745150	00fe48c8	0142e058	00744301
Squad	AddMember	AddToSquad		LuaGlueFunctor0	adapter	1	00746770	00746cc0	00746d20	00fe4be0	0142e0b4	00746001
Squad	AddObjective	AddSquadObjective		LuaGlueFunctor0	adapter	1	00745b40	00746af0	00746c30	00fe4c38	0142e0e0	0074639d
Squad	ClearBehavior	ClearSquadBehavior		LuaGlueFunctor0	adapter	1	00745d90	00746b50	00746c60	00fe4c50	0142e0ec	00746499
Squad	ClearLeader	ClearSquadLeader		LuaGlueFunctor0	adapter	1	00745ab0	00746ad0	00746c20	00fe4c30	0142e0dc	00746349
Squad	ClearObjectives	ClearSquadObjectives		LuaGlueFunctor0	adapter	1	00745cf0	00746b30	00746c50	00fe4c48	0142e0e8	00746445
Squad	Create	CreateSquad		LuaGlueFunctor0	adapter	1	00745540	007469f0	00746bb0	00fe4bd8	0142e0b0	00745fad
Squad	DefendObjectives	DefendSquadObjectives		LuaGlueFunctor0	adapter	1	00745eb0	00746b90	00746c80	00fe4c60	0142e0f4	00746541
Squad	Delete	DeleteSquad		LuaGlueFunctor0	adapter	1	007455d0	00746a10	00746bc0	00fe4bf0	0142e0bc	007460a9
Squad	FollowLeader	FollowSquadLeader		LuaGlueFunctor0	adapter	1	00745e20	00746b70	00746c70	00fe4c58	0142e0f0	007464ed
Squad	RemoveMember	RemoveFromSquad		LuaGlueFunctor0	adapter	1	00746860	00746ce0	00746d30	00fe4be8	0142e0b8	00746055
Squad	RemoveObjective	RemoveSquadObjective		LuaGlueFunctor0	adapter	1	00745c30	00746b10	00746c40	00fe4c40	0142e0e4	007463f1
Squad	SetEnemy	SetSquadEnemy		LuaGlueFunctor0	adapter	1	00745650	00746a30	00746bd0	00fe4bf8	0142e0c0	007460fd
Squad	SetLeader	SetSquadLeader		LuaGlueFunctor0	adapter	1	00746920	00746d00	00746d40	00fe4c08	0142e0c8	007461a5
Squad	SetLeaderPath	SetSquadLeaderPath		LuaGlueFunctor0	adapter	1	007465b0	00746c90	00746cb0	00fe4c10	0142e0cc	007461f9
Squad	SetLeaderPt	SetSquadLeaderPt		LuaGlueFunctor0	adapter	1	00745820	00746a70	00746bf0	00fe4c18	0142e0d0	0074624d
Squad	SetLethal	SetSquadLethal		LuaGlueFunctor0	adapter	1	00745a00	00746ab0	00746c10	00fe4c28	0142e0d8	007462f5
Squad	SetParent	SetSquadParent		LuaGlueFunctor0	adapter	1	00745750	00746a50	00746be0	00fe4c00	0142e0c4	00746151
Squad	SetRadius	SetSquadRadius		LuaGlueFunctor0	adapter	1	00745960	00746a90	00746c00	00fe4c20	0142e0d4	007462a1
Suspicion	ClearSpecialCaseFillMultiplier	ClearSpecialCaseFillMultiplier		LuaGlueFunctor0	inlined	1	00749080	00749080	007490e0	00fe53e4	0142e188	00748549
Suspicion	Enable	EnableSuspicion		LuaGlueFunctor0	adapter	1	00748860	00749510	007495a0	00fe52fc	0142e114	00747bc5
Suspicion	EnableEscalation	EnableEscalation		LuaGlueFunctor0	adapter	1	00746fc0	00749110	00749380	00fe5314	0142e120	00747cc1
Suspicion	EnableEscalationVehicles	EnableEscalationVehicles		LuaGlueFunctor0	adapter	1	00747070	00749130	00749390	00fe531c	0142e124	00747d15
Suspicion	EnableEspritDeCorps	EnableEspritDeCorps		LuaGlueFunctor0	adapter	1	007476c0	00749240	00749440	00fe538c	0142e15c	007481ad
Suspicion	EnableGlobal	EnableSuspicionGlobal		LuaGlueFunctor0	adapter	1	00746f60	007490f0	00749370	00fe5304	0142e118	00747c19
Suspicion	EnableHidePts	EnableHidePts		LuaGlueFunctor0	adapter	1	007475f0	00749200	00749420	00fe537c	0142e154	00748105
Suspicion	EnableReEscalation	EnableReEscalation		LuaGlueFunctor0	adapter	1	00747150	00749170	007493b0	00fe532c	0142e12c	00747dbd
Suspicion	EnableResistanceEscalation	EnableResistanceEscalation		LuaGlueFunctor0	adapter	1	00747650	00749220	00749430	00fe5384	0142e158	00748159
Suspicion	GetEscalation	GetEscalation		LuaGlueFunctor0R	jmp	eax	007471c0	00749190	007493c0	00fe5344	0142e138	00747eb9
Suspicion	IsActingSuspiciously	IsActingSuspiciously		LuaGlueFunctor0R	jmp	eax	00748760	00749500	00749590	00fe52f4	0142e110	00747b71
Suspicion	IsEnabled	IsSuspicionEnabled		LuaGlueFunctor0R	jmp	eax	00748930	00749530	007495b0	00fe530c	0142e11c	00747c6d
Suspicion	IsEscalated	SuspicionIsEscalated		LuaGlueFunctor0R	jmp	eax	007472d0	007491c0	007493e0	00fe535c	0142e144	00747fb5
Suspicion	IsEscalatedLite	IsEscalatedLite		LuaGlueFunctor0R	jmp	eax	00747350	007491d0	007493f0	00fe5364	0142e148	00748009
Suspicion	IsSomeoneHostile	IsSomeoneHostile		LuaGlueFunctor0R	jmp	eax	00747510	007491e0	00749400	00fe536c	0142e14c	0074805d
Suspicion	IsSomeoneHostileOrHunting	IsSomeoneHostileOrHunting		LuaGlueFunctor0R	jmp	eax	00747580	007491f0	00749410	00fe5374	0142e150	007480b1
Suspicion	KillSuspicionRadius	KillSuspicionRadius		LuaGlueFunctor0	adapter	1	007474b0	00749270	00749460	00fe539c	0142e164	00748255
Suspicion	OverrideEnableEscalationVehicles	OverrideEnableEscalationVehicles		LuaGlueFunctor0	adapter	1	007470e0	00749150	007493a0	00fe5324	0142e128	00747d69
Suspicion	Reset	ResetSuspicion		LuaGlueFunctor0	adapter	1	00748660	007494e0	00749580	00fe52ec	0142e10c	00747b1d
Suspicion	ResetEscalation	ResetEscalation		LuaGlueFunctor0	inlined	1	00749020	00749020	007490b0	00fe533c	0142e134	00747e65
Suspicion	ResetEscalationBPSet	ResetEscalationBPSet		LuaGlueFunctor0	inlined	1	00749060	00749060	007490d0	00fe53c4	0142e178	007483f9
Suspicion	ResetMeter	ResetSuspicionMeter		LuaGlueFunctor0	inlined	1	00749000	00749000	007490a0	00fe5334	0142e130	00747e11
Suspicion	SetEscalated	SuspicionSetEscalated		LuaGlueFunctor0	inlined	1	00749040	00749040	007490c0	00fe534c	0142e13c	00747f0d
Suspicion	SetEscalatedWithWhistle	SuspicionSetEscalatedWithWhistle		LuaGlueFunctor0	adapter	1	00747230	007491a0	007493d0	00fe5354	0142e140	00747f61
Suspicion	SetEscalationBPSet	SetEscalationBPSet		LuaGlueFunctor0	adapter	1	007478e0	007492f0	007494a0	00fe53bc	0142e174	007483a5
Suspicion	SetEscalationCap	SetEscalationCap		LuaGlueFunctor0	adapter	1	00747880	007492d0	00749490	00fe53b4	0142e170	00748351
Suspicion	SetEscalationLevel	SetEscalationLevel		LuaGlueFunctor0	adapter	1	00747760	00749290	00749470	00fe53a4	0142e168	007482a9
Suspicion	SetEscalationLiteInfinitely	SetEscalationLiteInfinitely		LuaGlueFunctor0	adapter	1	00747970	00749310	007494b0	00fe53cc	0142e17c	0074844d
Suspicion	SetFixedEscalationLevel	SetFixedEscalationLevel		LuaGlueFunctor0	adapter	1	00747810	007492b0	00749480	00fe53ac	0142e16c	007482fd
Suspicion	SetInescapableEscalation	SetInescapableEscalation		LuaGlueFunctor0	adapter	1	00747a50	00749350	007494d0	00fe53ec	0142e18c	0074859d
Suspicion	SetNoTail	SetNoTail		LuaGlueFunctor0	adapter	1	00748a60	00749560	007495d0	00fe53f4	0142e190	007485f1
Suspicion	SetSpecialCaseFillMultiplier	SetSpecialCaseFillMultiplier		LuaGlueFunctor0	adapter	1	007479e0	00749330	007494c0	00fe53dc	0142e184	007484f5
Suspicion	SetWhistleEscalationEnabled	SetWhistleEscalationEnabled		LuaGlueFunctor0	adapter	1	00748b10	00749540	007495c0	00fe53d4	0142e180	007484a1
Suspicion	SetupSuspicionRadius	SetupSuspicionRadius		LuaGlueFunctor0R	jmp	eax	007473b0	00749260	00749450	00fe5394	0142e160	00748201
Train	TrainCreate	TrainCreate	WSTrain	LuaGlueFunctor0	adapter	1	006254e0	006278b0	006278d0	00fbc3dc	01241f8c	0061e7b1
Train	TrainCull	TrainCull	WSTrain	LuaGlueFunctor0	adapter	1	0061f2d0	00626d50	00627330	00fbc3f4	01241f98	0061e8ad
Train	TrainDecoupleCarriage	TrainDecoupleCarriage	WSTrain	LuaGlueFunctor0	adapter	1	00624500	00627680	00627890	00fbc4b4	01241ff8	0061f08d
Train	TrainGetBoardingPosition	TrainGetBoardingPosition	WSTrain	LuaGlueFunctor0R	jmp	eax	006245c0	006276a0	006278a0	00fbc4bc	01241ffc	0061f0e1
Train	TrainIsStreamedIn	TrainIsStreamedIn	WSTrain	LuaGlueFunctor0R	jmp	eax	0061f500	00626df0	00627380	00fbc4c4	01242000	0061f135
Train	TrainRegisterCarriageCallback	TrainRegisterCarriageCallback	WSTrain	LuaGlueFunctor0	adapter	1	00623550	006274c0	006277b0	00fbc43c	01241fbc	0061eba1
Train	TrainRegisterCreationCallback	TrainRegisterCreationCallback	WSTrain	LuaGlueFunctor0	adapter	1	00623350	00627480	00627790	00fbc42c	01241fb4	0061eaf9
Train	TrainRegisterDeathCallback	TrainRegisterDeathCallback	WSTrain	LuaGlueFunctor0	adapter	1	00623f70	00627520	006277e0	00fbc454	01241fc8	0061ec9d
Train	TrainRegisterDecoupledCallback	TrainRegisterTrainDecoupledCallback	WSTrain	LuaGlueFunctor0	adapter	1	00623d50	006275e0	00627840	00fbc484	01241fe0	0061ee95
Train	TrainRegisterEngineCallback	TrainRegisterEngineCallback	WSTrain	LuaGlueFunctor0	adapter	1	00623450	006274a0	006277a0	00fbc434	01241fb8	0061eb4d
Train	TrainRegisterFinishRegistrationCallback	TrainRegisterFinishRegistrationCallback	WSTrain	LuaGlueFunctor0	adapter	1	00623650	006274e0	006277c0	00fbc444	01241fc0	0061ebf5
Train	TrainRegisterLocationCallback	TrainRegisterLocationCallback	WSTrain	LuaGlueFunctor0	adapter	1	00623250	00627460	00627780	00fbc424	01241fb0	0061eaa5
Train	TrainRegisterPlayerCarriageTriggerCallback	TrainRegisterPlayerCarriageTriggerCallback	WSTrain	LuaGlueFunctor0	adapter	1	00623e50	00627600	00627850	00fbc48c	01241fe4	0061eee9
Train	TrainRegisterPlayerDistanceCallback	TrainRegisterPlayerDistanceCallback	WSTrain	LuaGlueFunctor0	adapter	1	00624070	00627620	00627860	00fbc494	01241fe8	0061ef3d
Train	TrainRegisterStreamoutCallback	TrainRegisterStreamoutCallback	WSTrain	LuaGlueFunctor0	adapter	1	00623750	00627500	006277d0	00fbc44c	01241fc4	0061ec49
Train	TrainRegisterTrainAmmoCallback	TrainRegisterTrainAmmoCallback	WSTrain	LuaGlueFunctor0	adapter	1	00623a50	00627580	00627810	00fbc46c	01241fd4	0061ed99
Train	TrainRegisterTrainItemCallback	TrainRegisterTrainItemCallback	WSTrain	LuaGlueFunctor0	adapter	1	00623850	00627540	006277f0	00fbc45c	01241fcc	0061ecf1
Train	TrainRegisterTrainNaziCallback	TrainRegisterTrainNaziCallback	WSTrain	LuaGlueFunctor0	adapter	1	00623b50	006275a0	00627820	00fbc474	01241fd8	0061eded
Train	TrainRegisterTrainNaziDeathCallback	TrainRegisterTrainNaziDeathCallback	WSTrain	LuaGlueFunctor0	adapter	1	00623c50	006275c0	00627830	00fbc47c	01241fdc	0061ee41
Train	TrainRegisterTrainWeaponCallback	TrainRegisterTrainWeaponCallback	WSTrain	LuaGlueFunctor0	adapter	1	00623950	00627560	00627800	00fbc464	01241fd0	0061ed45
Train	TrainReleaseToPhysics	TrainReleaseToPhysics	WSTrain	LuaGlueFunctor0	adapter	1	006215e0	006273f0	00627430	00fbc49c	01241fec	0061ef91
Train	TrainSetCurrSpeed	TrainSetCurrSpeed	WSTrain	LuaGlueFunctor0	adapter	1	006231c0	00627440	00627770	00fbc40c	01241fa4	0061e9a9
Train	TrainSetMaxSpeed	TrainSetMaxSpeed	WSTrain	LuaGlueFunctor0	adapter	1	0061f390	00626d90	00627350	00fbc404	01241fa0	0061e955
