pc_va	name	source	method
0x736f50	?$LuaGlueFunctor0@$1?FormationMoveToPoint@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x736f60	?$LuaGlueFunctor0@$1?FormationMoveOnPath@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x736fb0	?$LuaGlueFunctor0@$1?CanPathfind@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7371d0	?$LuaGlueFunctor0@$1?MoveToPoint@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7371e0	?$LuaGlueFunctor0@$1?MoveToObject@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7371f0	?$LuaGlueFunctor0@$1?FollowObject@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x737220	?$LuaGlueFunctor0@$1?NavBoardVehicle@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x737230	?$LuaGlueFunctor0@$1?SetScriptedPath@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x737240	?$LuaGlueFunctor0@$1?SetScriptedPathMoveMode@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x737250	?$LuaGlueFunctor0@$1?SetScriptedPathType@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x737260	?$LuaGlueFunctor0@$1?SetScriptedPathSpeed@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x737270	?$LuaGlueFunctor0@$1?CancelScriptedPath@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x737280	?$LuaGlueFunctor0@$1?CancelFollowObject@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x737290	?$LuaGlueFunctor0@$1?StopMoving@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7372a0	?$LuaGlueFunctor0@$1?ChooseWanderPoint@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7372b0	?$LuaGlueFunctor0@$1?AddMemberToFormation@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7372c0	?$LuaGlueFunctor0@$1?EnterFormation@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7372d0	?$LuaGlueFunctor0@$1?ExitFormation@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cc80	?$LuaGlueFunctor0R@H$1?GetPosition@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cc90	?$LuaGlueFunctor0R@H$1?GetAngle@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cca0	?$LuaGlueFunctor0R@H$1?GetObjectsWithLabel@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73ccb0	?$LuaGlueFunctor0@$1?SetOnActiveMission@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73ccc0	?$LuaGlueFunctor0@$1?TeleportObject@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73ccd0	?$LuaGlueFunctor0R@H$1?ObjectGetDistance@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cce0	?$LuaGlueFunctor0@$1?SetObjectKeyFramed@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73ccf0	?$LuaGlueFunctor0@$1?LocatorSetParent@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cd00	?$LuaGlueFunctor0R@H$1?IsDead@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cd10	?$LuaGlueFunctor0R@H$1?IsAlive@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cd20	?$LuaGlueFunctor0@$1?Kill@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cd30	?$LuaGlueFunctor0R@H$1?GetMaxHealth@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cd40	?$LuaGlueFunctor0@$1?SetHealth@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cd50	?$LuaGlueFunctor0@$1?SetInvincible@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cd60	?$LuaGlueFunctor0@$1?SetInvincibleToAI@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cd80	?$LuaGlueFunctor0R@H$1?GetAttrPtAttachments@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cd90	?$LuaGlueFunctor0R@H$1?IsAttrPt@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cda0	?$LuaGlueFunctor0R@H$1?ObjectIsVehicle@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cdc0	?$LuaGlueFunctor0@$1?ActuateObject@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cdd0	?$LuaGlueFunctor0@$1?ForceOpen@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cde0	?$LuaGlueFunctor0@$1?ForceClose@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cdf0	?$LuaGlueFunctor0R@H$1?IsDoorOpen@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73ce00	?$LuaGlueFunctor0@$1?EnableAnimatedPropPart@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73ce10	?$LuaGlueFunctor0R@H$1?GetBoneHandleFromCarriage@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73ce20	?$LuaGlueFunctor0@$1?EnableSpawner@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73ce30	?$LuaGlueFunctor0@$1?SpawnerReset@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73ce40	?$LuaGlueFunctor0@$1?SpawnerPurge@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cf10	?$LuaGlueFunctor0@$1?MissionTeleportPlayerToPos@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cf20	?$LuaGlueFunctor0@$1?MissionTeleportPlayerToLocator@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73cf50	?$LuaGlueFunctor0@$1?SpawnerQueueSpawn@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73d040	?$LuaGlueFunctor0@$1?SpawnObject@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73d050	?$LuaGlueFunctor0@$1?SpawnObjectOnRoad@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73d060	?$LuaGlueFunctor0@$1?DespawnObject@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73d070	?$LuaGlueFunctor0@$1?SpawnFromList@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73d080	?$LuaGlueFunctor0@$1?SpawnInVehicle@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73d090	?$LuaGlueFunctor0R@H$1?GetHealth@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73d0b0	?$LuaGlueFunctor0@$1?CreateSpawner@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x73fcc0	?$LuaGlueFunctor0@$1?PrintMessage@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x740070	?$LuaGlueFunctor0@$1?ResetWaterLevel@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7400a0	?$LuaGlueFunctor0@$1?WTFClearOverrideBlueprint@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x740500	?$LuaGlueFunctor0R@H$1?WTFGetInfluence@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x740510	?$LuaGlueFunctor0@$1?HeatShimmerFilterCallback@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x740540	?$LuaGlueFunctor0@$1?RainCallback@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x740550	?$LuaGlueFunctor0@$1?WTFEnableNode@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x740560	?$LuaGlueFunctor0@$1?WTFSetOverrideBlueprint@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7405d0	?$LuaGlueFunctor0@$1?EnableLightning@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x740600	?$LuaGlueFunctor0@$1?PrintMissionText@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x740610	?$LuaGlueFunctor0@$1?ShowMissionComplete@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x740620	?$LuaGlueFunctor0@$1?PrintDialogue@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x740630	?$LuaGlueFunctor0@$1?StartFX@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x740640	?$LuaGlueFunctor0@$1?EndFX@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x740650	?$LuaGlueFunctor0@$1?SetFXTime@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x740660	?$LuaGlueFunctor0@$1?FadeTo@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x740680	?$LuaGlueFunctor0@$1?CameraShakeExplosion@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x740690	?$LuaGlueFunctor0@$1?StartHighlight@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7406a0	?$LuaGlueFunctor0@$1?StopHighlight@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7406b0	?$LuaGlueFunctor0@$1?ToggleLights@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7406c0	?$LuaGlueFunctor0@$1?SetWaterLevel@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x741120	?$LuaGlueFunctor0@$1?SabotagePtDetonate@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x741130	?$LuaGlueFunctor0R@H$1?SabotagePtIsSet@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x741140	?$LuaGlueFunctor0R@H$1?SabotagePtIsArmed@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x741150	?$LuaGlueFunctor0@$1?SabotagePtArm@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x741160	?$LuaGlueFunctor0@$1?SabotagePtDisarm@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x741170	?$LuaGlueFunctor0@$1?SabotagePtSet@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x741180	?$LuaGlueFunctor0@$1?SabotagePtUnSet@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7411b0	?$LuaGlueFunctor0@$1?SabotagePtOnSet@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x741f10	?$LuaGlueFunctor0@$1?SaveLoadLoadCheckpoint@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x741f20	?$LuaGlueFunctor0@$1?SaveLoadClearcheckpoint@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x741fc0	?$LuaGlueFunctor0@$1?SaveLoadSaveLuaTable@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x741fd0	?$LuaGlueFunctor0@$1?SaveLoadSaveLuaFloat@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x741fe0	?$LuaGlueFunctor0@$1?SaveLoadSaveLuaString@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x741ff0	?$LuaGlueFunctor0R@H$1?SaveLoadLoadLuaFloat@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x742000	?$LuaGlueFunctor0R@H$1?SaveLoadLoadLuaString@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7420a0	?$LuaGlueFunctor0R@H$1?SaveLoadLoadLuaTable@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7420b0	?$LuaGlueFunctor0@$1?SaveLoadSaveCheckpoint@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7420d0	?$LuaGlueFunctor0@$1?SaveLoadCreateAutoSave@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x742500	?$LuaGlueFunctor0@$1?SearchlightSetTarget@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x742510	?$LuaGlueFunctor0@$1?SearchlightEnableLights@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x743570	?$LuaGlueFunctor0R@H$1?GetVisibleEnemyList@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x743580	?$LuaGlueFunctor0R@H$1?GetClosestVisibleEnemy@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x743590	?$LuaGlueFunctor0R@H$1?GetVisibleFriendList@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7435a0	?$LuaGlueFunctor0R@H$1?GetAllCanSee@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7435b0	?$LuaGlueFunctor0R@H$1?SensoryCanSee@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7435d0	?$LuaGlueFunctor0@$1?AddTrackObject@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7435e0	?$LuaGlueFunctor0@$1?ClearAllTrackObjects@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x745160	?$LuaGlueFunctor0@$1?ReleaseSoundBank@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x745170	?$LuaGlueFunctor0R@H$1?AttachSoundEvent@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x745180	?$LuaGlueFunctor0R@H$1?PlayOwnerlessSoundEvent@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x745190	?$LuaGlueFunctor0@$1?StopSoundEvent@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7451a0	?$LuaGlueFunctor0@$1?ActivateSoundEmitter@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7451b0	?$LuaGlueFunctor0@$1?DeactivateSoundEmitter@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7451c0	?$LuaGlueFunctor0@$1?SetMusicLocale@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7451d0	?$LuaGlueFunctor0@$1?PlayMusicStab@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7451e0	?$LuaGlueFunctor0@$1?PlayTextID@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x745240	?$LuaGlueFunctor0@$1?LoadSoundBank@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746bb0	?$LuaGlueFunctor0@$1?CreateSquad@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746bc0	?$LuaGlueFunctor0@$1?DeleteSquad@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746bd0	?$LuaGlueFunctor0@$1?SetSquadEnemy@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746be0	?$LuaGlueFunctor0@$1?SetSquadParent@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746bf0	?$LuaGlueFunctor0@$1?SetSquadLeaderPt@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746c00	?$LuaGlueFunctor0@$1?SetSquadRadius@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746c10	?$LuaGlueFunctor0@$1?SetSquadLethal@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746c30	?$LuaGlueFunctor0@$1?AddSquadObjective@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746c40	?$LuaGlueFunctor0@$1?RemoveSquadObjective@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746c50	?$LuaGlueFunctor0@$1?ClearSquadObjectives@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746c60	?$LuaGlueFunctor0@$1?ClearSquadBehavior@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746c70	?$LuaGlueFunctor0@$1?FollowSquadLeader@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746c80	?$LuaGlueFunctor0@$1?DefendSquadObjectives@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746cb0	?$LuaGlueFunctor0@$1?SetSquadLeaderPath@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746d20	?$LuaGlueFunctor0@$1?AddToSquad@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746d30	?$LuaGlueFunctor0@$1?RemoveFromSquad@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x746d40	?$LuaGlueFunctor0@$1?SetSquadLeader@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7490b0	?$LuaGlueFunctor0@$1?ResetEscalation@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7490c0	?$LuaGlueFunctor0@$1?SuspicionSetEscalated@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x749370	?$LuaGlueFunctor0@$1?EnableSuspicionGlobal@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x749380	?$LuaGlueFunctor0@$1?EnableEscalation@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x749390	?$LuaGlueFunctor0@$1?EnableEscalationVehicles@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7493a0	?$LuaGlueFunctor0@$1?OverrideEnableEscalationVehicles@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7493b0	?$LuaGlueFunctor0@$1?EnableReEscalation@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7493c0	?$LuaGlueFunctor0R@H$1?GetEscalation@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x749400	?$LuaGlueFunctor0R@H$1?IsSomeoneHostile@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x749410	?$LuaGlueFunctor0R@H$1?IsSomeoneHostileOrHunting@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x749430	?$LuaGlueFunctor0@$1?EnableResistanceEscalation@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x749580	?$LuaGlueFunctor0@$1?ResetSuspicion@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x749590	?$LuaGlueFunctor0R@H$1?IsActingSuspiciously@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7495a0	?$LuaGlueFunctor0@$1?EnableSuspicion@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7495b0	?$LuaGlueFunctor0R@H$1?IsSuspicionEnabled@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7495d0	?$LuaGlueFunctor0@$1?SetNoTail@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x74bbf0	?$LuaGlueFunctor0@$1?TriggerEnable@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x74bc00	?$LuaGlueFunctor0@$1?AddFilter@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x74bc10	?$LuaGlueFunctor0@$1?RemoveFilter@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x74bc20	?$LuaGlueFunctor0R@H$1?WaitFor@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x74bc30	?$LuaGlueFunctor0@$1?DoNotWaitFor@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x74bc40	?$LuaGlueFunctor0@$1?TrigClearCallback@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x74bc50	?$LuaGlueFunctor0R@H$1?TriggerGetAllWithin@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x74bc60	?$LuaGlueFunctor0@$1?CreateCafe@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x759db0	?$LuaGlueFunctor0@$1?InitMissionList@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x759df0	?$LuaGlueFunctor0@$1?AddMissionFolder@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x759e30	?$LuaGlueFunctor0@$1?AddMissionToFolder@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x759e70	?$LuaGlueFunctor0@$1?DEBUG_DumpEvents@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75b4f0	?$LuaGlueFunctor0@$1?ResetDayTimeScale@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75b500	?$LuaGlueFunctor0@$1?ReloadAllWSDData@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75c950	?$LuaGlueFunctor0@$1?KillEvent@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75c960	?$LuaGlueFunctor0R@H$1?NewMission@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75c970	?$LuaGlueFunctor0@$1?ScriptLoaded@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75c990	?$LuaGlueFunctor0R@H$1?BreakpointIndex@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75c9a0	?$LuaGlueFunctor0@$1?LuaAssert@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75c9b0	?$LuaGlueFunctor0R@H$1?GetIntFromHandle@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75c9c0	?$LuaGlueFunctor0R@H$1?GetNameFromHandle@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75c9e0	?$LuaGlueFunctor0R@H$1?UtilGetCRC@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75ca00	?$LuaGlueFunctor0@$1?Pause@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75ca10	?$LuaGlueFunctor0@$1?SetTimeScale@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75ca20	?$LuaGlueFunctor0@$1?BroadcastNeed@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75ca30	?$LuaGlueFunctor0@$1?EnableGooseSteppers@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75ca60	?$LuaGlueFunctor0@$1?SpawnEditNode@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75ca70	?$LuaGlueFunctor0@$1?UnloadEditNode@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75ca80	?$LuaGlueFunctor0@$1?SpawnInterior@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75ca90	?$LuaGlueFunctor0@$1?UnloadInterior@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cac0	?$LuaGlueFunctor0@$1?LoadStaticENTag@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cad0	?$LuaGlueFunctor0@$1?UnloadStaticENTag@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cae0	?$LuaGlueFunctor0R@H$1?IsCustomTagLoaded@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cb00	?$LuaGlueFunctor0R@H$1?GetGameTime@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cb10	?$LuaGlueFunctor0@$1?SetTime@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cb20	?$LuaGlueFunctor0R@H$1?GetTime@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cb40	?$LuaGlueFunctor0R@H$1?IsDaytime@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cb50	?$LuaGlueFunctor0@$1?SetDayTimeScale@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cb70	?$LuaGlueFunctor0@$1?SwitchFence@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cb80	?$LuaGlueFunctor0R@H$1?FindSafeSpawnPoint@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cb90	?$LuaGlueFunctor0@$1?FindUnseenPtFromList@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cba0	?$LuaGlueFunctor0@$1?EnableSporesInRegion@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cbf0	?$LuaGlueFunctor0R@H$1?GetPointInViewOnRoad@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cc00	?$LuaGlueFunctor0@$1?SpawnRocket@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cc10	?$LuaGlueFunctor0@$1?RequestDynamicBlueprint@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cc20	?$LuaGlueFunctor0@$1?SetDifficultySkew@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cc40	?$LuaGlueFunctor0@$1?HQSetUnlocked@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cc60	?$LuaGlueFunctor0R@H$1?HQIsUnlocked@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x75cce0	?$LuaGlueFunctor0R@H$1?IsLoadingFrance@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
