pc_va	name	source	method
0x717340	?$LuaGlueFunctor0@$1?SetRunsFromFire@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717350	?$LuaGlueFunctor0@$1?SetDropWeaponWhenRagdolled@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717360	?$LuaGlueFunctor0@$1?SetUseHitReactions@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717370	?$LuaGlueFunctor0@$1?OverrideCombatAI@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7173e0	?$LuaGlueFunctor0@$1?SetSlowCollision@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717400	?$LuaGlueFunctor0@$1?PlayAnimation@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717410	?$LuaGlueFunctor0@$1?PlayAnimationToBone@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717420	?$LuaGlueFunctor0@$1?PlayAnimationToPoint@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717430	?$LuaGlueFunctor0@$1?CancelAnimation@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717440	?$LuaGlueFunctor0@$1?SetPanicMode@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717450	?$LuaGlueFunctor0@$1?SetPanicOnceMode@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717460	?$LuaGlueFunctor0@$1?AddNeed@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717470	?$LuaGlueFunctor0@$1?AddSafetyNeed@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717480	?$LuaGlueFunctor0@$1?EnableNeeds@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717490	?$LuaGlueFunctor0@$1?EnableNeed@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7174a0	?$LuaGlueFunctor0R@H$1?AreNeedsEnabled@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7174b0	?$LuaGlueFunctor0R@H$1?GetFacingDir@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7174c0	?$LuaGlueFunctor0@$1?SetFacingDir@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7174d0	?$LuaGlueFunctor0R@H$1?GetActorDist@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7174e0	?$LuaGlueFunctor0R@H$1?CalcFacingTo@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7174f0	?$LuaGlueFunctor0R@H$1?ActorGetPosition@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717500	?$LuaGlueFunctor0@$1?FireCurrentWeapon@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717520	?$LuaGlueFunctor0@$1?RequestAttrPt@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717530	?$LuaGlueFunctor0@$1?UseAttrPt@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717540	?$LuaGlueFunctor0@$1?UseSubAttrPt@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717550	?$LuaGlueFunctor0@$1?CancelAttrPt@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717560	?$LuaGlueFunctor0R@H$1?IsUsingAttrPt@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717590	?$LuaGlueFunctor0@$1?BoardVehicle@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7175a0	?$LuaGlueFunctor0@$1?UnboardVehicle@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7175b0	?$LuaGlueFunctor0R@H$1?IsInVehicle@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7175c0	?$LuaGlueFunctor0R@H$1?GetVehicle@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7175d0	?$LuaGlueFunctor0@$1?SetVehicleAvoidance@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7175e0	?$LuaGlueFunctor0@$1?PullFromVehicle@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7175f0	?$LuaGlueFunctor0@$1?SetCannotGetOutOfSeat@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717600	?$LuaGlueFunctor0R@H$1?IsInIdle@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717610	?$LuaGlueFunctor0R@H$1?IsInInvestigate@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717620	?$LuaGlueFunctor0R@H$1?IsInHunt@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717630	?$LuaGlueFunctor0R@H$1?IsInCombat@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717650	?$LuaGlueFunctor0@$1?ActorSetDisguise@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717660	?$LuaGlueFunctor0@$1?ActorRemoveDisguise@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x717690	?$LuaGlueFunctor0@$1?PlayLongIdle@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7176a0	?$LuaGlueFunctor0@$1?EnableAllLongIdles@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7176b0	?$LuaGlueFunctor0@$1?ForceLongIdle@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a020	?$LuaGlueFunctor0@$1?AttractionPtEnable@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a030	?$LuaGlueFunctor0@$1?AttractionPtDelete@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a040	?$LuaGlueFunctor0R@H$1?AttractionPtGetActor@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a050	?$LuaGlueFunctor0R@H$1?AttractionPtIsEnabled@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a060	?$LuaGlueFunctor0@$1?AttractionPtSetAnimation@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a070	?$LuaGlueFunctor0@$1?AttractionPtSetParent@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a080	?$LuaGlueFunctor0R@H$1?AttractionPtGetParent@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a0a0	?$LuaGlueFunctor0R@H$1?AttractionPtIsAvailable@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a0b0	?$LuaGlueFunctor0R@H$1?AttractionPtIsBeingUsedBySomeone@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a0c0	?$LuaGlueFunctor0R@H$1?AttractionPtGetTargetPos@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a0d0	?$LuaGlueFunctor0R@H$1?AttractionPtFindPtInObject@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a0e0	?$LuaGlueFunctor0@$1?UsePtEnable@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a0f0	?$LuaGlueFunctor0@$1?EnableAlts@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a100	?$LuaGlueFunctor0@$1?AttrPtSetMiniGameTarget@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a110	?$LuaGlueFunctor0@$1?AddSubAttrPt@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a120	?$LuaGlueFunctor0R@H$1?GetSuperAttrPt@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a140	?$LuaGlueFunctor0R@H$1?AttrPtGetAllByNeed@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a200	?$LuaGlueFunctor0@$1?AttractionPtCreate@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a210	?$LuaGlueFunctor0@$1?AttractionPtFinishNow@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a220	?$LuaGlueFunctor0R@H$1?AttrPtIsBeingUsedBy@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a230	?$LuaGlueFunctor0@$1?AttrPtAbortTo@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71a240	?$LuaGlueFunctor0R@H$1?AttrPtUseLeaf@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71c140	?$LuaGlueFunctor0@$1?CheckpointSetCheckZone@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71c150	?$LuaGlueFunctor0@$1?CheckpointSetExitZone@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71c160	?$LuaGlueFunctor0@$1?CheckpointSetPaperChecker@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71c170	?$LuaGlueFunctor0@$1?CheckpointSetDoorman@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71c190	?$LuaGlueFunctor0@$1?CheckpointSetDoor@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71c1a0	?$LuaGlueFunctor0@$1?CheckpointSetPapers@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71c290	?$LuaGlueFunctor0@$1?CheckpointAddSearchlight@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71c2b0	?$LuaGlueFunctor0R@H$1?CheckpointNew@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71e800	?$LuaGlueFunctor0@$1?SetCinematicStreaming@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71e960	?$LuaGlueFunctor0@$1?SubtitlesOn@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71ea40	?$LuaGlueFunctor0@$1?SetSpeakerWeight@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71ec10	?$LuaGlueFunctor0@$1?BinkDemoPlay@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71ec20	?$LuaGlueFunctor0@$1?StopBinkMovie@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71ee40	?$LuaGlueFunctor0@$1?PrePlayCinematic@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71ee50	?$LuaGlueFunctor0@$1?PauseCinematic@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71ee60	?$LuaGlueFunctor0@$1?StopCinematic@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71ee70	?$LuaGlueFunctor0@$1?DeactivateObjectSpline@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71ee80	?$LuaGlueFunctor0R@H$1?GetSplineObject@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71ee90	?$LuaGlueFunctor0@$1?StopConversation@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71eeb0	?$LuaGlueFunctor0@$1?ConversationConditionPassed@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71eee0	?$LuaGlueFunctor0R@H$1?GetLocalizedText@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71eef0	?$LuaGlueFunctor0R@H$1?IsHumanInConversation@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71ef00	?$LuaGlueFunctor0R@H$1?GetHumanConversationID@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71ef10	?$LuaGlueFunctor0@$1?PlayBinkMovie@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71f030	?$LuaGlueFunctor0@$1?PlayCinematic@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71f050	?$LuaGlueFunctor0@$1?ActivateObjectSpline@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71f060	?$LuaGlueFunctor0@$1?PlayConversation@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71f070	?$LuaGlueFunctor0@$1?PlayConversationWith@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71f080	?$LuaGlueFunctor0@$1?BinkDemoCallback@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x71f0b0	?$LuaGlueFunctor0@$1?PlayComplexAnim@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7252e0	?$LuaGlueFunctor0@$1?GlobalAllowGrenades@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725310	?$LuaGlueFunctor0@$1?BroadcastSound@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725330	?$LuaGlueFunctor0R@H$1?GetMeleeHandleByName@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725a40	?$LuaGlueFunctor0@$1?SetTarget@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725a60	?$LuaGlueFunctor0R@H$1?GetTarget@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725a70	?$LuaGlueFunctor0@$1?SetTargetTeam@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725a80	?$LuaGlueFunctor0@$1?AddTargetFlag@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725a90	?$LuaGlueFunctor0@$1?RemoveTargetFlag@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725aa0	?$LuaGlueFunctor0@$1?ClearTargetFlags@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725ab0	?$LuaGlueFunctor0@$1?SetTargetAggressively@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725af0	?$LuaGlueFunctor0@$1?SetLethalForce@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725b00	?$LuaGlueFunctor0@$1?SetRespondToSound@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725b20	?$LuaGlueFunctor0@$1?SetRespondToDeadBodies@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725b30	?$LuaGlueFunctor0@$1?SetRespondToDamage@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725b40	?$LuaGlueFunctor0@$1?SetRespondToFriendlyDamage@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725b50	?$LuaGlueFunctor0@$1?SetRespondToEvents@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725b60	?$LuaGlueFunctor0@$1?SetRespondToPaperCheckEvent@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725b70	?$LuaGlueFunctor0@$1?SetBroadcastEnteredCombat@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725b80	?$LuaGlueFunctor0@$1?SetBroadcastWeaponFire@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725b90	?$LuaGlueFunctor0@$1?SetAlwaysSeeTarget@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725ba0	?$LuaGlueFunctor0@$1?SetSquadAssist@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725bb0	?$LuaGlueFunctor0@$1?SetReactImmediately@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725bc0	?$LuaGlueFunctor0@$1?SetDryFire@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725bd0	?$LuaGlueFunctor0@$1?SetAimAndHitNoMiss@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725c10	?$LuaGlueFunctor0@$1?SetIdleHoldWeapon@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725c20	?$LuaGlueFunctor0@$1?SetIdleUseNeeds@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725c30	?$LuaGlueFunctor0@$1?SetIdleScripted@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725c40	?$LuaGlueFunctor0@$1?SetIdlePath@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725c50	?$LuaGlueFunctor0@$1?SetIdleAttrPt@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725c80	?$LuaGlueFunctor0@$1?ReturnToIdlePos@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725c90	?$LuaGlueFunctor0@$1?SetIdleAngle@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725ca0	?$LuaGlueFunctor0@$1?SetHunt@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725cb0	?$LuaGlueFunctor0@$1?SetCombat@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725cc0	?$LuaGlueFunctor0@$1?SetStationary@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725cd0	?$LuaGlueFunctor0@$1?SetGrabbable@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725ce0	?$LuaGlueFunctor0@$1?SetTether@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725cf0	?$LuaGlueFunctor0@$1?LockIntoMelee@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725d00	?$LuaGlueFunctor0@$1?LockIntoRanged@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725d10	?$LuaGlueFunctor0@$1?ClearStateLock@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725d60	?$LuaGlueFunctor0@$1?RequestMeleeBP@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725d80	?$LuaGlueFunctor0@$1?DoMeleeMove@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725d90	?$LuaGlueFunctor0@$1?UnlockMeleeMove@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725da0	?$LuaGlueFunctor0@$1?SetDoMeleeCallbacks@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725db0	?$LuaGlueFunctor0R@H$1?IsCombatant@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x725dc0	?$LuaGlueFunctor0@$1?ExitCombat@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7281b0	?$LuaGlueFunctor0@$1?SetDamageState@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7281c0	?$LuaGlueFunctor0R@H$1?GetDamageState@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x728610	?$LuaGlueFunctor0R@H$1?NewFilter@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x728620	?$LuaGlueFunctor0@$1?DeleteFilter@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x728640	?$LuaGlueFunctor0R@H$1?MatchFilter@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729950	?$LuaGlueFunctor0@$1?FocusPtSetTexture@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729b00	?$LuaGlueFunctor0@$1?FocusPtUnloadMissionPictures@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729c90	?$LuaGlueFunctor0R@H$1?FocusPtCreate@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729ca0	?$LuaGlueFunctor0@$1?FocusPtDelete@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729cb0	?$LuaGlueFunctor0@$1?FocusPtEnable@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729cc0	?$LuaGlueFunctor0R@H$1?FocusPtIsEnabled@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729cd0	?$LuaGlueFunctor0R@H$1?FocusPtExists@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729ce0	?$LuaGlueFunctor0@$1?FocusPtSetPictureInfo@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729cf0	?$LuaGlueFunctor0@$1?FocusPtSetObjective@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729d00	?$LuaGlueFunctor0@$1?FocusPtSetPriority@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729d10	?$LuaGlueFunctor0@$1?FocusPtSetRange@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729d20	?$LuaGlueFunctor0@$1?FocusPtLoadMissionPictures@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729d30	?$LuaGlueFunctor0@$1?FocusPtSetExteriorPts@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729d40	?$LuaGlueFunctor0@$1?FocusPtSetInteriorPts@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729d50	?$LuaGlueFunctor0@$1?FocusPtSetForceCameraFocus@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729d60	?$LuaGlueFunctor0R@H$1?FocusPtGetForceCameraFocus@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729db0	?$LuaGlueFunctor0@$1?FocusPtSetOnFocusCallback@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x729dc0	?$LuaGlueFunctor0@$1?FocusPtSetOnFailFocusCallback@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731690	?$LuaGlueFunctor0@$1?DirectionalArrowOff@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7316b0	?$LuaGlueFunctor0@$1?HUDRemoveTimer@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x7316e0	?$LuaGlueFunctor0@$1?HUDClearAllObjectives@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731b40	?$LuaGlueFunctor0@$1?HUDAddTimer@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731b50	?$LuaGlueFunctor0@$1?HUDPauseTimer@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731b80	?$LuaGlueFunctor0R@H$1?HUDAddUpdateBoxText@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731ba0	?$LuaGlueFunctor0R@H$1?HUDAddSubtitle@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731bb0	?$LuaGlueFunctor0R@H$1?HUDAddToolTip@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731bc0	?$LuaGlueFunctor0@$1?HUDRemoveMessage@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731bd0	?$LuaGlueFunctor0@$1?HUDModifyMessageString@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731be0	?$LuaGlueFunctor0@$1?HUDModifyMessageColor@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731bf0	?$LuaGlueFunctor0R@H$1?HUDAddObjective@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731c00	?$LuaGlueFunctor0@$1?HUDSetupProgressBar@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731c10	?$LuaGlueFunctor0@$1?HUDSetProgressBarValue@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731c20	?$LuaGlueFunctor0R@H$1?HUDGetProgressBarValue@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731c30	?$LuaGlueFunctor0@$1?HUDSetObjectiveStatus@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731c50	?$LuaGlueFunctor0@$1?HUDSetObjectiveText@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731c60	?$LuaGlueFunctor0@$1?HUDRemoveObjective@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731d80	?$LuaGlueFunctor0@$1?HUDAddProgressBarCallback@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731e60	?$LuaGlueFunctor0@$1?DirectionalArrowOn@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x731e90	?$LuaGlueFunctor0@$1?HUDShowObjectiveMarker@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x733f40	?$LuaGlueFunctor0@$1?GiveItem@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x733f50	?$LuaGlueFunctor0R@H$1?GetItemOfType@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x733f60	?$LuaGlueFunctor0R@H$1?GetCountOfType@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x733f70	?$LuaGlueFunctor0R@H$1?HasItem@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x733f80	?$LuaGlueFunctor0R@H$1?List@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x733f90	?$LuaGlueFunctor0@$1?DetachItem@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x733fa0	?$LuaGlueFunctor0R@H$1?ListOfType@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x733fb0	?$LuaGlueFunctor0@$1?GiveAmmo@@YAXPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x733fc0	?$LuaGlueFunctor0R@H$1?GetAmmoCount@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
0x736f40	?$LuaGlueFunctor0R@H$1?CreateFormation@@YAHPAUlua_State@@@Z::GetFuncPtr	single-A	rtti-vtable
